"K1","ko"
"ko:K01434","ko01110"
"ko:K11834",""
"ko:K03134","ko03022"
"ko:K16770",""
"ko:K04774",""
"ko:K13168",""
"ko:K14590",""
"ko:K11138","ko04550"
"ko:K05635","ko05222"
"ko:K19907",""
"ko:K13513","ko01110"
"ko:K20057",""
"ko:K01443","ko01100"
"ko:K01433","ko01100"
"ko:K20372",""
"ko:K18723","ko05014"
"ko:K19191","ko01120"
"ko:K05612","ko04974"
"ko:K12481","ko04144"
"ko:K03908","ko04610"
"ko:K13600","ko01110"
"ko:K12341","ko05135"
"ko:K09049","ko05207"
"ko:K14295","ko05014"
"ko:K11161","ko01240"
"ko:K00659","ko04976"
"ko:K12023",""
"ko:K14284","ko05168"
"ko:K18438","ko05032"
"ko:K21954","ko05132"
"ko:K20053","ko05417"
"ko:K14489","ko04075"
"ko:K10732",""
"ko:K13728","ko05100"
"ko:K20217","ko04120"
"ko:K17527",""
"ko:K13047",""
"ko:K06722",""
"ko:K18097","ko01100"
"ko:K20602","ko04016"
"ko:K11563",""
"ko:K17387","ko05206"
"ko:K10817","ko01110"
"ko:K14851",""
"ko:K07506",""
"ko:K11928",""
"ko:K18034",""
"ko:K01028","ko01100"
"ko:K16816","ko04923"
"ko:K05901","ko01110"
"ko:K09851","ko04392"
"ko:K03366","ko01110"
"ko:K21486",""
"ko:K19090",""
"ko:K13349","ko04146"
"ko:K06704","ko05120"
"ko:K22021",""
"ko:K16460",""
"ko:K08610",""
"ko:K01197","ko04142"
"ko:K17259",""
"ko:K03832",""
"ko:K16725",""
"ko:K06142",""
"ko:K04842",""
"ko:K12261","ko04146"
"ko:K06878",""
"ko:K14155","ko01230"
"ko:K22047",""
"ko:K00060","ko01100"
"ko:K07437","ko01100"
"ko:K21917",""
"ko:K01383","ko04011"
"ko:K05718","ko05416"
"ko:K02275","ko01100"
"ko:K10876",""
"ko:K20099",""
"ko:K20551","ko04016"
"ko:K13868","ko04974"
"ko:K03179","ko01240"
"ko:K18061",""
"ko:K07218",""
"ko:K00461","ko05145"
"ko:K07716","ko04112"
"ko:K17967",""
"ko:K01666","ko01220"
"ko:K04979","ko04911"
"ko:K00278","ko01240"
"ko:K07911",""
"ko:K06912","ko01220"
"ko:K21874",""
"ko:K00013","ko01230"
"ko:K04859","ko05414"
"ko:K12574","ko03018"
"ko:K03786","ko01230"
"ko:K10884","ko03450"
"ko:K05088","ko04013"
"ko:K00991","ko01110"
"ko:K14677","ko01230"
"ko:K05579","ko01100"
"ko:K22350",""
"ko:K01224",""
"ko:K08811",""
"ko:K17608","ko04013"
"ko:K01655","ko01230"
"ko:K03601","ko03430"
"ko:K13619",""
"ko:K04855","ko04934"
"ko:K16862",""
"ko:K05671","ko02010"
"ko:K17398","ko05206"
"ko:K12188","ko04144"
"ko:K04511","ko04310"
"ko:K11502",""
"ko:K08175",""
"ko:K21634","ko04217"
"ko:K16754",""
"ko:K10069",""
"ko:K00983","ko01250"
"ko:K04912",""
"ko:K00618","ko01230"
"ko:K01436",""
"ko:K11829","ko05016"
"ko:K15114",""
"ko:K04597",""
"ko:K07555",""
"ko:K08147",""
"ko:K01422",""
"ko:K19572","ko01232"
"ko:K11319","ko03082"
"ko:K15562",""
"ko:K11417","ko01100"
"ko:K16795","ko01100"
"ko:K08816",""
"ko:K03723","ko03420"
"ko:K08285","ko04120"
"ko:K01174",""
"ko:K00506","ko04916"
"ko:K17776","ko04137"
"ko:K18419",""
"ko:K19995",""
"ko:K19527",""
"ko:K03042","ko03020"
"ko:K05825","ko01210"
"ko:K03000","ko03020"
"ko:K10980","ko03450"
"ko:K09846","ko01110"
"ko:K13877","ko01100"
"ko:K06923",""
"ko:K01665","ko01240"
"ko:K17935",""
"ko:K08905","ko01100"
"ko:K20405","ko04150"
"ko:K11972",""
"ko:K01865","ko01120"
"ko:K14845",""
"ko:K05099","ko05230"
"ko:K10880","ko03440"
"ko:K04819","ko04742"
"ko:K20148",""
"ko:K06767",""
"ko:K14469","ko01200"
"ko:K04611",""
"ko:K20538","ko04016"
"ko:K01762","ko01110"
"ko:K19654",""
"ko:K15117",""
"ko:K01313","ko05200"
"ko:K08031","ko04950"
"ko:K17783",""
"ko:K13163",""
"ko:K15108",""
"ko:K01196","ko01110"
"ko:K19405",""
"ko:K18632",""
"ko:K09663","ko01100"
"ko:K07441","ko01100"
"ko:K11799",""
"ko:K10428","ko05132"
"ko:K03694",""
"ko:K11674","ko03082"
"ko:K01051","ko02020"
"ko:K11137","ko04150"
"ko:K15241","ko01120"
"ko:K20166",""
"ko:K06587","ko05414"
"ko:K12791","ko05418"
"ko:K16903","ko04075"
"ko:K14715","ko05012"
"ko:K10789","ko05221"
"ko:K13139",""
"ko:K13950","ko01240"
"ko:K04782","ko01110"
"ko:K07190","ko04922"
"ko:K01298","ko04974"
"ko:K06123","ko01100"
"ko:K02919","ko03010"
"ko:K07744",""
"ko:K04917",""
"ko:K12557","ko04820"
"ko:K16752",""
"ko:K21471",""
"ko:K03440",""
"ko:K06179",""
"ko:K06086","ko04910"
"ko:K15260",""
"ko:K15320","ko01110"
"ko:K00343","ko01100"
"ko:K02721","ko01100"
"ko:K10089","ko05132"
"ko:K09791",""
"ko:K18889","ko02010"
"ko:K05337",""
"ko:K20720","ko05010"
"ko:K20619",""
"ko:K15442",""
"ko:K21564",""
"ko:K22013","ko01110"
"ko:K00289","ko01100"
"ko:K00916",""
"ko:K01428","ko05120"
"ko:K13273","ko04146"
"ko:K04882",""
"ko:K13599","ko02020"
"ko:K20344","ko02024"
"ko:K09504","ko05203"
"ko:K16910",""
"ko:K02153","ko05323"
"ko:K08104","ko00534"
"ko:K20889",""
"ko:K18624",""
"ko:K14315","ko05014"
"ko:K08143","ko04973"
"ko:K00357","ko01100"
"ko:K19364",""
"ko:K00489","ko04979"
"ko:K17276",""
"ko:K19467",""
"ko:K01214","ko01110"
"ko:K08093","ko01230"
"ko:K15227","ko01230"
"ko:K03466",""
"ko:K04136","ko04970"
"ko:K00441","ko01120"
"ko:K05528","ko01100"
"ko:K22441",""
"ko:K04746","ko00533"
"ko:K14262",""
"ko:K06069","ko05165"
"ko:K09417",""
"ko:K13682",""
"ko:K21016",""
"ko:K15256",""
"ko:K03169",""
"ko:K19270","ko01100"
"ko:K15643","ko01052"
"ko:K03413","ko02030"
"ko:K00062","ko01100"
"ko:K11130","ko03008"
"ko:K09097","ko05211"
"ko:K05581","ko01100"
"ko:K17623",""
"ko:K12433",""
"ko:K19069",""
"ko:K08667",""
"ko:K15457",""
"ko:K08207",""
"ko:K07444",""
"ko:K10576","ko04120"
"ko:K05689","ko05226"
"ko:K01153",""
"ko:K05654","ko05340"
"ko:K04426","ko05418"
"ko:K07222",""
"ko:K03088",""
"ko:K10426","ko05132"
"ko:K04300",""
"ko:K14374","ko01110"
"ko:K01131","ko01100"
"ko:K21752",""
"ko:K20412",""
"ko:K05663",""
"ko:K13545","ko01110"
"ko:K08881",""
"ko:K03497",""
"ko:K03529",""
"ko:K15074",""
"ko:K01591","ko01240"
"ko:K12382","ko04142"
"ko:K05764","ko04810"
"ko:K19225",""
"ko:K03621","ko01110"
"ko:K01323","ko04610"
"ko:K18684","ko01100"
"ko:K19999",""
"ko:K12274",""
"ko:K15225","ko04918"
"ko:K18985","ko05135"
"ko:K10805","ko01040"
"ko:K02472","ko05111"
"ko:K17531","ko04820"
"ko:K12891","ko05168"
"ko:K06168",""
"ko:K17560",""
"ko:K06114","ko04820"
"ko:K06838","ko04360"
"ko:K00567",""
"ko:K01344","ko04610"
"ko:K07033",""
"ko:K07866",""
"ko:K13775","ko01120"
"ko:K10275",""
"ko:K21848",""
"ko:K12839","ko03040"
"ko:K18447","ko01110"
"ko:K04891",""
"ko:K15762","ko01220"
"ko:K07313",""
"ko:K17552",""
"ko:K13336","ko04146"
"ko:K20964","ko05111"
"ko:K19690","ko02020"
"ko:K13982",""
"ko:K04889","ko05017"
"ko:K11165",""
"ko:K13015","ko01100"
"ko:K03575","ko03410"
"ko:K07182",""
"ko:K10656",""
"ko:K17861",""
"ko:K15200",""
"ko:K10475",""
"ko:K01574","ko01100"
"ko:K16576","ko05132"
"ko:K14693",""
"ko:K02302","ko01240"
"ko:K04362","ko05230"
"ko:K19833","ko04011"
"ko:K08008","ko05418"
"ko:K16017","ko01110"
"ko:K15560",""
"ko:K03139","ko03022"
"ko:K20730","ko01100"
"ko:K19026","ko05022"
"ko:K18159","ko04714"
"ko:K04964","ko04972"
"ko:K03323",""
"ko:K20251",""
"ko:K16605",""
"ko:K22369","ko05208"
"ko:K10060",""
"ko:K15601","ko04714"
"ko:K13409","ko04626"
"ko:K08134",""
"ko:K22276",""
"ko:K16751",""
"ko:K10902",""
"ko:K09285",""
"ko:K12593","ko03018"
"ko:K07783","ko02020"
"ko:K08203",""
"ko:K21398","ko05012"
"ko:K13202",""
"ko:K17700","ko04015"
"ko:K10847","ko03420"
"ko:K00039","ko01100"
"ko:K05577","ko01100"
"ko:K11170",""
"ko:K11487","ko04550"
"ko:K04349","ko04510"
"ko:K15667","ko01054"
"ko:K09747",""
"ko:K04153","ko04742"
"ko:K08070",""
"ko:K12587","ko03018"
"ko:K16768",""
"ko:K10634",""
"ko:K03188",""
"ko:K21955",""
"ko:K18667",""
"ko:K18649","ko04070"
"ko:K00594","ko01100"
"ko:K15859","ko02020"
"ko:K14618","ko04980"
"ko:K06231","ko05217"
"ko:K15598","ko02010"
"ko:K15455",""
"ko:K20416",""
"ko:K10967","ko00514"
"ko:K05048",""
"ko:K09042",""
"ko:K06271","ko05166"
"ko:K00677","ko01503"
"ko:K01435","ko04977"
"ko:K05359","ko01230"
"ko:K15072",""
"ko:K18246","ko04964"
"ko:K20406","ko04150"
"ko:K19049",""
"ko:K04282","ko04080"
"ko:K09849","ko05222"
"ko:K22218",""
"ko:K17928",""
"ko:K11701",""
"ko:K00490",""
"ko:K06018",""
"ko:K11390",""
"ko:K00564",""
"ko:K20246","ko01100"
"ko:K12012",""
"ko:K03479","ko01100"
"ko:K08997",""
"ko:K00156","ko01100"
"ko:K14164","ko00970"
"ko:K15084",""
"ko:K06879","ko01100"
"ko:K07039",""
"ko:K01055","ko01220"
"ko:K12840","ko03040"
"ko:K22414",""
"ko:K09997","ko02010"
"ko:K11107",""
"ko:K20349",""
"ko:K02548","ko01240"
"ko:K16056","ko05340"
"ko:K09479","ko04936"
"ko:K18230","ko02010"
"ko:K06898",""
"ko:K06609",""
"ko:K15045","ko05164"
"ko:K16054","ko01100"
"ko:K14156","ko05231"
"ko:K10349",""
"ko:K16915","ko02010"
"ko:K22384","ko03060"
"ko:K07779","ko00532"
"ko:K13897","ko04970"
"ko:K07497",""
"ko:K16607",""
"ko:K10662",""
"ko:K13975","ko05146"
"ko:K09404","ko03083"
"ko:K11259",""
"ko:K11778","ko01110"
"ko:K21125",""
"ko:K21294","ko01110"
"ko:K01122","ko01100"
"ko:K06095","ko04530"
"ko:K04593",""
"ko:K07260","ko02020"
"ko:K06563","ko05162"
"ko:K14137",""
"ko:K17093",""
"ko:K00812","ko01230"
"ko:K21562",""
"ko:K12610","ko03018"
"ko:K11145",""
"ko:K12128","ko04712"
"ko:K09958",""
"ko:K18187",""
"ko:K17356",""
"ko:K19373",""
"ko:K09260","ko05418"
"ko:K22309",""
"ko:K09705",""
"ko:K08125",""
"ko:K10369",""
"ko:K18046",""
"ko:K11663","ko03082"
"ko:K17744","ko01240"
"ko:K02305","ko01310"
"ko:K11832","ko03460"
"ko:K13355","ko04146"
"ko:K19877",""
"ko:K08775","ko05224"
"ko:K15734","ko01240"
"ko:K20716","ko04016"
"ko:K01321","ko04610"
"ko:K06483","ko05414"
"ko:K19785","ko01100"
"ko:K06210","ko01240"
"ko:K12316","ko04142"
"ko:K18269","ko04520"
"ko:K15706",""
"ko:K09481","ko05110"
"ko:K04702","ko05221"
"ko:K05847","ko02010"
"ko:K20398","ko04150"
"ko:K04944","ko04929"
"ko:K04804","ko04080"
"ko:K00875","ko01100"
"ko:K12646","ko05171"
"ko:K06794",""
"ko:K00330","ko01100"
"ko:K12796","ko04621"
"ko:K13430","ko04626"
"ko:K18896","ko01100"
"ko:K10336",""
"ko:K09942",""
"ko:K13367","ko01240"
"ko:K12435",""
"ko:K07963",""
"ko:K16315",""
"ko:K14158","ko04978"
"ko:K07949",""
"ko:K15081",""
"ko:K00783",""
"ko:K20776","ko03440"
"ko:K10068","ko04145"
"ko:K12309","ko04142"
"ko:K05217","ko04742"
"ko:K06962",""
"ko:K21751",""
"ko:K09525","ko04141"
"ko:K22324",""
"ko:K01941","ko01110"
"ko:K13721",""
"ko:K16483",""
"ko:K05650","ko02010"
"ko:K17089",""
"ko:K03194","ko03070"
"ko:K06255","ko05205"
"ko:K07921",""
"ko:K10448",""
"ko:K02085","ko05226"
"ko:K04830","ko04750"
"ko:K03371","ko01100"
"ko:K06246","ko05222"
"ko:K03153","ko01240"
"ko:K07526","ko04360"
"ko:K21395",""
"ko:K00184","ko01100"
"ko:K20399","ko04150"
"ko:K07440","ko00120"
"ko:K07040",""
"ko:K10342",""
"ko:K01368","ko05152"
"ko:K13159",""
"ko:K08718","ko04744"
"ko:K20860","ko01240"
"ko:K20304",""
"ko:K08797",""
"ko:K11146","ko01240"
"ko:K11156","ko04977"
"ko:K14242","ko05202"
"ko:K03294",""
"ko:K05670","ko02010"
"ko:K13884","ko04145"
"ko:K07452",""
"ko:K12805","ko05135"
"ko:K07856","ko05132"
"ko:K13700","ko04723"
"ko:K04907",""
"ko:K16285",""
"ko:K14999",""
"ko:K11795",""
"ko:K10133","ko04115"
"ko:K07124",""
"ko:K01093","ko01100"
"ko:K15178",""
"ko:K14593","ko01110"
"ko:K08842",""
"ko:K05220","ko04621"
"ko:K00894","ko01100"
"ko:K01444","ko04142"
"ko:K17926",""
"ko:K17419",""
"ko:K07678","ko05111"
"ko:K17277",""
"ko:K06099","ko04530"
"ko:K02528",""
"ko:K15701",""
"ko:K18681","ko03018"
"ko:K02234",""
"ko:K08114","ko05120"
"ko:K09323",""
"ko:K01795","ko01100"
"ko:K03689","ko01100"
"ko:K06217",""
"ko:K13134",""
"ko:K13424","ko04626"
"ko:K00675",""
"ko:K05222","ko04750"
"ko:K03714","ko01100"
"ko:K11660","ko03082"
"ko:K02674",""
"ko:K15128",""
"ko:K12305","ko04142"
"ko:K08742",""
"ko:K15269",""
"ko:K10219","ko01220"
"ko:K11702",""
"ko:K15699",""
"ko:K16572",""
"ko:K07532","ko05205"
"ko:K14860",""
"ko:K15684",""
"ko:K16720",""
"ko:K18627","ko04814"
"ko:K13718",""
"ko:K13240","ko05416"
"ko:K00603","ko01100"
"ko:K05548",""
"ko:K02168",""
"ko:K19984","ko05132"
"ko:K04075",""
"ko:K10567","ko03410"
"ko:K01283","ko05415"
"ko:K12242",""
"ko:K14527","ko03008"
"ko:K00779","ko01100"
"ko:K01346","ko04974"
"ko:K01734","ko01120"
"ko:K05125",""
"ko:K09204",""
"ko:K18463","ko04212"
"ko:K10348",""
"ko:K04030",""
"ko:K11467","ko03083"
"ko:K05527",""
"ko:K15383",""
"ko:K15409","ko05168"
"ko:K06682","ko04111"
"ko:K15402","ko00073"
"ko:K08618",""
"ko:K01305",""
"ko:K17471",""
"ko:K16857","ko05219"
"ko:K01513","ko01232"
"ko:K02216","ko05203"
"ko:K06478","ko05340"
"ko:K19952",""
"ko:K10879","ko03440"
"ko:K07046","ko01120"
"ko:K17756",""
"ko:K18665",""
"ko:K15421",""
"ko:K16281",""
"ko:K10362","ko04814"
"ko:K03989","ko05322"
"ko:K10036","ko02010"
"ko:K04858","ko05414"
"ko:K15053","ko04217"
"ko:K09407",""
"ko:K06111","ko05132"
"ko:K00479","ko01100"
"ko:K20124",""
"ko:K16398","ko01052"
"ko:K03308",""
"ko:K21877",""
"ko:K02260","ko04714"
"ko:K16167",""
"ko:K08372","ko02020"
"ko:K01515","ko01100"
"ko:K06219",""
"ko:K04428","ko04912"
"ko:K19015",""
"ko:K22419",""
"ko:K10476",""
"ko:K09319","ko04341"
"ko:K09424",""
"ko:K05185","ko05033"
"ko:K10252",""
"ko:K10463",""
"ko:K12000",""
"ko:K06872",""
"ko:K15791","ko01210"
"ko:K05128","ko04360"
"ko:K03850","ko01100"
"ko:K12421",""
"ko:K08196",""
"ko:K11986",""
"ko:K05201","ko04724"
"ko:K17842","ko01110"
"ko:K13154",""
"ko:K15400","ko00073"
"ko:K15621","ko05202"
"ko:K15257",""
"ko:K10439","ko02030"
"ko:K15704",""
"ko:K03312",""
"ko:K14825",""
"ko:K18101","ko02025"
"ko:K07929",""
"ko:K04488",""
"ko:K02135","ko05415"
"ko:K08446",""
"ko:K19986",""
"ko:K04121","ko01110"
"ko:K02276","ko01100"
"ko:K00806","ko01110"
"ko:K01348","ko05215"
"ko:K13699","ko04923"
"ko:K04573","ko05022"
"ko:K00735","ko01100"
"ko:K19518","ko04931"
"ko:K20370","ko01100"
"ko:K01914","ko01230"
"ko:K04090",""
"ko:K19904",""
"ko:K11648","ko05225"
"ko:K10027","ko01110"
"ko:K12504","ko01110"
"ko:K00629","ko01110"
"ko:K01229","ko04973"
"ko:K01203","ko04973"
"ko:K15434",""
"ko:K12314","ko05414"
"ko:K08883",""
"ko:K10091",""
"ko:K05762","ko05206"
"ko:K00623","ko04725"
"ko:K15462",""
"ko:K13344","ko04146"
"ko:K04367","ko04914"
"ko:K18619",""
"ko:K15694","ko04310"
"ko:K07364","ko04660"
"ko:K07048",""
"ko:K04407","ko04010"
"ko:K00788","ko01240"
"ko:K11427","ko05202"
"ko:K10492",""
"ko:K11866","ko04144"
"ko:K08814",""
"ko:K05102","ko04360"
"ko:K16809",""
"ko:K20896","ko01100"
"ko:K21433","ko04820"
"ko:K14386","ko04977"
"ko:K04742","ko00532"
"ko:K13128",""
"ko:K02224","ko01240"
"ko:K20644","ko04520"
"ko:K01449",""
"ko:K19937",""
"ko:K05840","ko04728"
"ko:K00082","ko01240"
"ko:K05208","ko05034"
"ko:K04924",""
"ko:K21754",""
"ko:K06919",""
"ko:K03370","ko01100"
"ko:K17764","ko04139"
"ko:K09754","ko01110"
"ko:K12116","ko04712"
"ko:K18173","ko04714"
"ko:K13310","ko01250"
"ko:K01791","ko05111"
"ko:K20368",""
"ko:K09105","ko05211"
"ko:K15652","ko01100"
"ko:K17470",""
"ko:K00499","ko01100"
"ko:K08171","ko04973"
"ko:K07168",""
"ko:K05872","ko05235"
"ko:K00941","ko01240"
"ko:K20031",""
"ko:K01523","ko01230"
"ko:K06684","ko04392"
"ko:K17593",""
"ko:K18990",""
"ko:K03951","ko05415"
"ko:K09575",""
"ko:K03429","ko01100"
"ko:K01949",""
"ko:K05627","ko05135"
"ko:K11488","ko04550"
"ko:K00083","ko01110"
"ko:K19330","ko04140"
"ko:K09647","ko03060"
"ko:K15675",""
"ko:K02017","ko02010"
"ko:K18532","ko03008"
"ko:K16351","ko04514"
"ko:K21397",""
"ko:K03501",""
"ko:K15986","ko00190"
"ko:K09270",""
"ko:K05175","ko05033"
"ko:K10727","ko04110"
"ko:K05710","ko01220"
"ko:K06967",""
"ko:K19022",""
"ko:K17678",""
"ko:K21442",""
"ko:K08153",""
"ko:K05646","ko02010"
"ko:K03919",""
"ko:K15144","ko04919"
"ko:K20188",""
"ko:K03743","ko01100"
"ko:K17599",""
"ko:K20885",""
"ko:K18368","ko01110"
"ko:K21423","ko05208"
"ko:K13693",""
"ko:K14515","ko04075"
"ko:K17428",""
"ko:K12174",""
"ko:K13704",""
"ko:K11875",""
"ko:K02048","ko02010"
"ko:K17920","ko04144"
"ko:K03183","ko01240"
"ko:K12029",""
"ko:K16031","ko01052"
"ko:K05786",""
"ko:K15034",""
"ko:K16618","ko03460"
"ko:K16786","ko02010"
"ko:K17523",""
"ko:K03809","ko01240"
"ko:K12019",""
"ko:K03216",""
"ko:K05688","ko05022"
"ko:K07146",""
"ko:K11428","ko01100"
"ko:K00631","ko01110"
"ko:K17509",""
"ko:K16463",""
"ko:K00905",""
"ko:K13862",""
"ko:K12490","ko04144"
"ko:K15161",""
"ko:K08841",""
"ko:K17983",""
"ko:K22193",""
"ko:K15447",""
"ko:K20818",""
"ko:K19761",""
"ko:K04518","ko01230"
"ko:K22415",""
"ko:K12120","ko04712"
"ko:K00712","ko00552"
"ko:K12431",""
"ko:K02217",""
"ko:K07827","ko05417"
"ko:K10168","ko05321"
"ko:K19729","ko04973"
"ko:K08961",""
"ko:K22342",""
"ko:K22265","ko05130"
"ko:K06765","ko05210"
"ko:K01175",""
"ko:K00595","ko01240"
"ko:K12016",""
"ko:K13949","ko00590"
"ko:K17733",""
"ko:K12347","ko04142"
"ko:K21232","ko04122"
"ko:K08862","ko05152"
"ko:K03618",""
"ko:K15642","ko01052"
"ko:K16306","ko01230"
"ko:K00157","ko04630"
"ko:K15682",""
"ko:K17872","ko01240"
"ko:K10264","ko04120"
"ko:K01782","ko01212"
"ko:K12600","ko03018"
"ko:K04361","ko05235"
"ko:K15405","ko01110"
"ko:K11372",""
"ko:K04249","ko05320"
"ko:K03496",""
"ko:K03910","ko04610"
"ko:K15341",""
"ko:K13335","ko04146"
"ko:K11089","ko05322"
"ko:K20133",""
"ko:K15868","ko00121"
"ko:K08877",""
"ko:K19861",""
"ko:K10636","ko04141"
"ko:K01607","ko01220"
"ko:K16291",""
"ko:K02650","ko02020"
"ko:K20686",""
"ko:K06711",""
"ko:K21739",""
"ko:K04385","ko05226"
"ko:K13542","ko01240"
"ko:K06998","ko02024"
"ko:K19021","ko05032"
"ko:K11828","ko05030"
"ko:K08458",""
"ko:K08462",""
"ko:K04237","ko05165"
"ko:K14318","ko05014"
"ko:K20123",""
"ko:K19023",""
"ko:K09136",""
"ko:K19910",""
"ko:K20562",""
"ko:K01721","ko01120"
"ko:K07646","ko02020"
"ko:K08917","ko01100"
"ko:K07542","ko01100"
"ko:K03331","ko01100"
"ko:K02022",""
"ko:K05330",""
"ko:K04930","ko04725"
"ko:K11514",""
"ko:K01633","ko01240"
"ko:K07919",""
"ko:K10627",""
"ko:K15186",""
"ko:K17469",""
"ko:K17849",""
"ko:K01960","ko01230"
"ko:K19784",""
"ko:K21374","ko01110"
"ko:K00034","ko01200"
"ko:K19967","ko01100"
"ko:K09267",""
"ko:K22152",""
"ko:K00363","ko01310"
"ko:K00822","ko01100"
"ko:K20007",""
"ko:K16072","ko04064"
"ko:K20454","ko01120"
"ko:K08010","ko05418"
"ko:K11501",""
"ko:K22418",""
"ko:K18274",""
"ko:K07396",""
"ko:K08960","ko05022"
"ko:K02130","ko04714"
"ko:K00115","ko01110"
"ko:K12368","ko02030"
"ko:K18892","ko02010"
"ko:K20878",""
"ko:K14647",""
"ko:K10387",""
"ko:K11851","ko04137"
"ko:K22403",""
"ko:K10680","ko01120"
"ko:K05940","ko04146"
"ko:K05637","ko05416"
"ko:K11247","ko04144"
"ko:K16542",""
"ko:K06946",""
"ko:K06965","ko03015"
"ko:K01918","ko01240"
"ko:K18579",""
"ko:K08101","ko01110"
"ko:K13624","ko04216"
"ko:K22285",""
"ko:K05017",""
"ko:K22409",""
"ko:K02415","ko02040"
"ko:K17807",""
"ko:K16615",""
"ko:K02127","ko05415"
"ko:K20237","ko04392"
"ko:K20522",""
"ko:K01182","ko01100"
"ko:K18716",""
"ko:K07365","ko05130"
"ko:K15655","ko02024"
"ko:K09248",""
"ko:K01325","ko04961"
"ko:K04886",""
"ko:K02428",""
"ko:K06103",""
"ko:K14320","ko03013"
"ko:K07020",""
"ko:K21001","ko02025"
"ko:K11941",""
"ko:K02013",""
"ko:K14410","ko04142"
"ko:K05009","ko04971"
"ko:K07876","ko04144"
"ko:K13152",""
"ko:K04634","ko05200"
"ko:K03871","ko05211"
"ko:K00695","ko01110"
"ko:K12239","ko01053"
"ko:K09335",""
"ko:K15372","ko01100"
"ko:K01204","ko04142"
"ko:K10749",""
"ko:K05402","ko04620"
"ko:K21403",""
"ko:K08062","ko05340"
"ko:K04521","ko05010"
"ko:K17699","ko04015"
"ko:K08064","ko05152"
"ko:K05907","ko01120"
"ko:K05856","ko05340"
"ko:K09817","ko02010"
"ko:K00989",""
"ko:K13122",""
"ko:K12667","ko04141"
"ko:K14365","ko04820"
"ko:K04685","ko05226"
"ko:K04913","ko04971"
"ko:K02566","ko01232"
"ko:K02068",""
"ko:K19200","ko01110"
"ko:K02041","ko02010"
"ko:K18993",""
"ko:K16044","ko01120"
"ko:K20537","ko04016"
"ko:K00422","ko01110"
"ko:K08137",""
"ko:K07416","ko05208"
"ko:K13968","ko05146"
"ko:K10451",""
"ko:K17867",""
"ko:K20827",""
"ko:K14129",""
"ko:K12445",""
"ko:K13218",""
"ko:K02044","ko02010"
"ko:K02028",""
"ko:K00970","ko03018"
"ko:K08294","ko04139"
"ko:K12123",""
"ko:K13993","ko04141"
"ko:K11404","ko05203"
"ko:K08261","ko01100"
"ko:K11807",""
"ko:K15422","ko04070"
"ko:K07446",""
"ko:K11162",""
"ko:K14717","ko05012"
"ko:K21735",""
"ko:K17904","ko04919"
"ko:K13681",""
"ko:K00883","ko01100"
"ko:K13436","ko04626"
"ko:K11141","ko04614"
"ko:K20316",""
"ko:K02527","ko01100"
"ko:K10425","ko05132"
"ko:K09288","ko05216"
"ko:K18335","ko01120"
"ko:K15401","ko00073"
"ko:K06497","ko05205"
"ko:K03093",""
"ko:K15683",""
"ko:K14061",""
"ko:K05865","ko05414"
"ko:K20683",""
"ko:K11991",""
"ko:K22083","ko01120"
"ko:K03369","ko01100"
"ko:K07879","ko04144"
"ko:K14862",""
"ko:K00143","ko01230"
"ko:K13065","ko01110"
"ko:K22137",""
"ko:K11321","ko03082"
"ko:K05613","ko05016"
"ko:K12670","ko04141"
"ko:K09840","ko01110"
"ko:K21969",""
"ko:K01065",""
"ko:K06776",""
"ko:K09159",""
"ko:K08788",""
"ko:K01026","ko01120"
"ko:K13814",""
"ko:K01568","ko01110"
"ko:K08726","ko05208"
"ko:K05409","ko05417"
"ko:K10126","ko02020"
"ko:K04604","ko05022"
"ko:K04973","ko05418"
"ko:K04120","ko01110"
"ko:K16714",""
"ko:K05813","ko02010"
"ko:K15107",""
"ko:K15314","ko01110"
"ko:K09760",""
"ko:K07010",""
"ko:K14480",""
"ko:K09331",""
"ko:K11505",""
"ko:K12229","ko04662"
"ko:K20030",""
"ko:K11021",""
"ko:K03537","ko03008"
"ko:K11864","ko04621"
"ko:K19577",""
"ko:K01097","ko01250"
"ko:K20858","ko05022"
"ko:K07677","ko02026"
"ko:K00481","ko01220"
"ko:K03774",""
"ko:K08186",""
"ko:K06568",""
"ko:K07023","ko01232"
"ko:K04466","ko05208"
"ko:K20624",""
"ko:K08195",""
"ko:K16314","ko04138"
"ko:K14611","ko04977"
"ko:K10469",""
"ko:K04453","ko05222"
"ko:K07320",""
"ko:K10478",""
"ko:K07498",""
"ko:K00301","ko01100"
"ko:K04556","ko05022"
"ko:K10520",""
"ko:K12949",""
"ko:K12378","ko04013"
"ko:K11345",""
"ko:K08998",""
"ko:K09677",""
"ko:K08311","ko03018"
"ko:K08581",""
"ko:K05690","ko04670"
"ko:K13707",""
"ko:K08981",""
"ko:K10296",""
"ko:K00986",""
"ko:K09402",""
"ko:K16287",""
"ko:K22373","ko01100"
"ko:K08450",""
"ko:K02616",""
"ko:K04812","ko04080"
"ko:K22468","ko03018"
"ko:K19007","ko04072"
"ko:K01223","ko00500"
"ko:K05202","ko04724"
"ko:K16284",""
"ko:K06181",""
"ko:K17771","ko04137"
"ko:K14974","ko01120"
"ko:K03176","ko05230"
"ko:K13512","ko01100"
"ko:K21879",""
"ko:K10823","ko02024"
"ko:K00114","ko01120"
"ko:K13628",""
"ko:K01761","ko01100"
"ko:K22025",""
